Current_Partner,Former_Partner,When_Relationship_Start,When_Relationship_end,Relationship_end_Since,Reason_Relationship_end,Reason_Relationship_end_misc,Relationship_Problem_end_time,Relationship_Status,Relationship_Status_misc,Years_With_Partner,Number_Children,Age_Children,Youngest_Age_Children,Oldest_Age_Children,Highest_Education_Completed,Education_Impacted_By_Partner,Both_Physician_or_Student,Stay_at_home_parent,Small_Business_Owner,Contractor_Freelancer,Part_time_employment_<30_hours,Full_Time_Employment_30<,Volunteer,Student,Unemployed_looking_work,Work_Misc,Career_Impact_Partner,Life_Satisfaction,Stress_Factor_Lack_Time,Stress_Factor_Business,Stress_Factor_Work_Overload,Stress_Factor_Work_Issues_Home,Primary_Cause_Stress,Primary_Cause_Stress_misc,Family_Quality_Life,Mental_QoL,Physical_QoL,Emotional_QoL,Sexual_QoL,Overall_QoL,Time_Alone_Partner,Quality_Time_Partner,Partner_Tired_After,Partner_Irritable_After,Partner_Busy_Work_After,Partner_Work_No_Participation,Partner_Argue_Work_Time,Partner_Participant_Household_Activities,Pride_Medical_Family,Partner_Show_Appreciation,Sacrificses_Worthwhile,Partner_Time_Children,Children_3_Concerns,Children_Health_Conditions,Children_Mental_Conditions,Children_Discipline,Children_Effective_Comunication,Childreen_Screentime,Children_Academic_Performance,Children_Entitlement,Children_Friends,Children_Bullying,Children_Substances,Children_Self_Esteem,Children_Nutrition,Children_Sleep,Children_Physical_Image,Children_Extracurricular,Children_Body_Image,Children_Other,Community_Left_Out,Community_Unknwon,Community_Isolated,Community_Detached,Fullfilment_Individual,Fulfillment_as_Partner,Fulfillment_as_Parent,7_Days_Sleep_Quality,7_Days_Sleep_Refresh,7_Day_Sleep_Problem,7_Day_Problem_Fall_Asleep,Time_Moderate_Exercise,Time_Vigorous_Exercise,Time_Strength_Training,Frequency_Engage_Hobbies,Frequency_Relaxation_Techniques,Frequency_Draw_Religion,Frequency_Worship_Services,Participate_Counseling,Participate_Counseling_if_Problem,Participate_Individual_Counseling,Participate_Family_Counseling,Participate_Marriage_Enrichment,Participate_Physiciatric_Care,Participate_Support_Groups,Participate_Stress_Management,Participate_Addiction_Program,Participate_Life_Coaching,Participate_Pastoral,Participate_Support_Groups,Household_Annual_Salary,Household_Loan_End_Residency,Household_Loan_Current,Years_Post_residemcu,Alternative_Income,Education_Current_You,Satisfaction_Financial_Life,Frequency_Finance_Conflict,Frequency_Financial_Decision,Frequency_Savings_Decision,Frequency_Investment_Decision,Hours_Partner_Work,At_Call_Days_Per_Month,What is your physician partner's primary practice setting?,Number_Hospitals_Hired_Cumulative,Partner_Specialty,Partner_Specialty_Misc,Partner_Surgical_Specialty,Partner_Surgical_Specialty_Misc,Week_Vacation_Year,Frequency_Medical_Conference_Together,Frequency_Alone_Travel,Opinion_Workplace_Family_Supportive,Opinion_Workplace_Family_Supportive_Misc,Opinion_Partner_More_Effort,Opinion_Partner_More_Effort_Misc,Frequency_Thought_Breakup,Choose_Physician_Again,Choose_Partner_Again,Recommend_Physician_Career_Family,Age,Gender,Gender_Misc,Partner_Gender,Partner_Gender_Misc,Region_Country,Region_Other
Yes,,,,,,,,Married,,6-10 years,2,,1 year ,3 years,"Master's degree (e.g. MA, MS, Med)",Not at all,,,,,,Yes,,,,,Negatively,65,Very stressful,Somewhat not stressful,Somewhat stressful,Neither stressful or not stressful,isolation from friends and family,,59,41,40,60,36,65,46-60 minutes,<20 minutes,A few times a week,Once a week,Once a week,Frequently,Frequently,Frequently,Sometimes,Rarely,Rarely,20-44 minutes,,,mental and emotional needs,,,,,,,,,,nutrition/diet,,,extra-curricular activities,,,Always,Usually,Always,Sometimes,Neither unfulfilled or fulfilled,Somewhat fulfilled,Somewhat fulfilled,fair,a little bit,quite a bit,quite a bit,<30 minutes per week,30-60 minutes per week,none,Weekly,Never,Monthly,Weekly,"Yes, I did in the past.",Would definitely go,Individual counseling or therapy,,,,,,,,,,$100K-$199K,$100K-$199K,$100K-$199K,0,No,Intern (PGY1),Dissatisfied,Sometimes,Sometimes,My spouse/partner does.,My spouse/partner does.,70-79 hrs,2,Active Military,1,internal medicine or related specialty,,,,1 week,Never,Never,Neither agree nor disagree,,Strongly agree,,26,Maybe,Yes,No,27,Female,Woman,Male,Man,Pacific,
Yes,,,,,,,,Married,,6-10 years,3,,2,5,"Master's degree (e.g. MA, MS, Med)",Positively,,Yes,,,,,,,,,Negatively,60,Very stressful,Neither stressful or not stressful,Very stressful,Somewhat stressful,finances,,71,36,51,42,85,60,91-120 minutes,61-90 minutes,A few times a week,Once a week,A few times a week,Frequently,Rarely,Frequently,Rarely,Frequently,Sometimes,45-59 minutes,,,mental and emotional needs,,effective communication,,,,,,,,,,,extra-curricular activities,,,Sometimes,Sometimes,Sometimes,Usually,Somewhat unfulfilled,Somewhat fulfilled,Somewhat fulfilled,good,a little bit,not at all,not at all,61-120 minutes per week,<30 minutes per week,none,Weekly,Seldom,Monthly,Weekly,"Yes, 1-2 times each month.",Would probably go,Individual counseling or therapy,,,,,,,,,,$50K-$99K,$300K-$399K,$300K-$399K,0,No,2nd year residency (PGY2),Very dissatisfied,Sometimes,Always,,,60-69 hrs,4,"Not in practice, resident",0,family medicine,,,,2 weeks,Never,Never,Disagree,,Agree,"Protected time for therapy, ongoing medical issues that require frequent doctor appointments, ability to take time off for childrenâ€™s major events with shorter notice",3,Maybe,Yes,Maybe,30,Female,Woman,Male,Man,Midwest,
Yes,,,,,,,,Married,,6-10 years,4,,1,6,"Bachelor's degree (e.g. BA, BS)",Not at all,,Yes,,,,,,,,,Not at all,90,Very stressful,Not stressful at all,Somewhat stressful,Somewhat stressful,lack of time,,70,92,96,93,35,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,,,,,,,,Married,,1-5 years,0,,,,"Doctorate degree (e.g. PhD, EdD)",Not at all,,,,,,Yes,,,,,Negatively,70,Somewhat stressful,,Somewhat not stressful,Somewhat stressful,lack of time,,50,40,65,50,90,55,21-45 minutes,91-120 minutes,A few times a week,A few times a week,Every day,Frequently,Sometimes,Frequently,Sometimes,Frequently,Sometimes,Not applicable,not applicable,,,,,,,,,,,,,,,,,,Usually,Sometimes,Sometimes,Sometimes,Somewhat fulfilled,Neither unfulfilled or fulfilled,,good,quite a bit,a little bit,not at all,121-150 minutes per week,61-120 minutes per week,twice per week,Weekly,Seldom,Daily,Weekly,"Yes, 1-2 times each month.",Would probably go,Individual counseling or therapy,,,,,,,,,,$100K-$199K,$0 ,$0 ,0,No,3rd year residency (PGY3),Satisfied,Rarely,Always,,,70-79 hrs,3,"Not in practice, resident",0,radiation oncology,,,,3 weeks,Rarely,Few times a year,Agree,,Strongly agree,I would like them to allow remote participation when residents are on research blocks. My husband and I have to live in different states for our jobs.,2,Maybe,Yes,No,34,Female,Woman,Male,Man,Southeast,
Yes,,,,,,,,Married,,>20 years,5+,,16,29,"Some college, no degree",Negatively,,Yes,,,,,,,,,Not at all,12,Very stressful,Neither stressful or not stressful,Neither stressful or not stressful,Somewhat stressful,Other (please specify),Affair with his nurse,10,8,4,4,0,0,<20 minutes,<20 minutes,Every day,A few times a week,Every day,Always,Never,Never,Rarely,Never,Never,0-19 minutes,,,mental and emotional needs,,effective communication,,,,,,,,nutrition/diet,,,,,,Sometimes,Always,Sometimes,Sometimes,Somewhat unfulfilled,Not fulfilled at all,Very fulfilled,very poor,not at all,very much,very much,30-60 minutes per week,<30 minutes per week,none,Weekly,Daily,Daily,3-5 times per week,"Yes, weekly or more often",Would definitely go,Individual counseling or therapy,,,,,,,,,,$300K-$399K,$500K+,$100K-$199K,16-20 years,No,,Dissatisfied,Sometimes,Rarely,My spouse/partner does.,My spouse/partner does.,60-69 hrs,7+,Hospital/Multi-physician group,2,surgical specialty,,Orthopaedic,,2 weeks,Rarely,Never,Neither agree nor disagree,,Neither agree nor disagree,,,,,,53,Female,Woman,Male,Man,Pacific,
Yes,,,,,,,,Married,,11-20 years,3,,2,11,"Master's degree (e.g. MA, MS, Med)",Negatively,,Yes,,,Yes,,,,,,Negatively,40,Somewhat stressful,Somewhat stressful,Somewhat stressful,Somewhat stressful,parenting young children,,50,20,55,25,75,40,61-90 minutes,91-120 minutes,A few times a week,Once a week,Every day,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,20-44 minutes,,medical/health conditions,mental and emotional needs,discipline/behavior,,,,,,,,,,,,,,,Usually,Usually,Usually,Always,Not fulfilled at all,Somewhat unfulfilled,Neither unfulfilled or fulfilled,poor,not at all,quite a bit,quite a bit,61-120 minutes per week,<30 minutes per week,three times per week,Weekly,Daily,Weekly,Weekly,"Yes, I did in the past.",Would definitely go,Individual counseling or therapy,,,,Support group,,,Life coaching,Pastoral,,$400K-$499K,$1-$99K,$1-$99K,1-5 years,No,,Satisfied,Sometimes,Usually,,,50-59 hrs,4,Private practice,1,radiation oncology,,,,> 7 weeks,Rarely,Every few years,Agree,We get together occasionally outside of work,Agree,Fewer hours of work so that my partner is more available in the evenings,50,Maybe,Yes,No,34,Female,Woman,Male,Man,Pacific,
Yes,,,,,,,,Married,,6-10 years,2,,2 months,2 years 9 months,"Master's degree (e.g. MA, MS, Med)",Not at all,,,,,,Yes,,,,Maternity leave,Negatively,68,Somewhat stressful,Somewhat stressful,Somewhat stressful,Neither stressful or not stressful,parenting young children,,65,69,54,64,53,71,61-90 minutes,21-45 minutes,A few times a year or less,Once a month or less,A few times a month,Frequently,Rarely,Frequently,Frequently,Sometimes,Always,45-59 minutes,,medical/health conditions,mental and emotional needs,discipline/behavior,,,,,,,,,,,,,,,Sometimes,Rarely,Rarely,Sometimes,Somewhat fulfilled,Somewhat fulfilled,Somewhat fulfilled,fair,a little bit,quite a bit,a little bit,61-120 minutes per week,30-60 minutes per week,three times per week,2-3 times per month,Seldom,Daily,Seldom,"Yes, I did in the past.",Would definitely go,Individual counseling or therapy,,,,,,,,,,$100K-$199K,$100K-$199K,$100K-$199K,1-5 years,No,,Satisfied,Rarely,Sometimes,I do.,My spouse/partner does.,50-59 hrs,0,"Not in practice, resident",1,emergency medicine,,,,3 weeks,Never,Every few years,Disagree,,Strongly agree,#NAME?,0,Yes,Yes,Maybe,28,Female,Woman,Male,Man,Other (please specify),Texas
Yes,,,,,,,,Married,,11-20 years,3,,0,4,"Master's degree (e.g. MA, MS, Med)",Not at all,,Yes,,,,,,,,,Negatively,28,Very stressful,Neither stressful or not stressful,Very stressful,Somewhat stressful,lack of time,,55,35,62,42,60,43,21-45 minutes,21-45 minutes,Every day,A few times a month,A few times a week,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Sometimes,20-44 minutes,,,mental and emotional needs,discipline/behavior,,,,,,,,,,,,,,Spiritual formation ,Usually,Usually,Usually,Usually,Somewhat fulfilled,Somewhat unfulfilled,Somewhat fulfilled,very poor,somewhat,quite a bit,not at all,61-120 minutes per week,<30 minutes per week,none,Weekly,Daily,Daily,Weekly,I never have.,Would probably go,,,,,,,,,,,$50K-$99K,$300K-$399K,$300K-$399K,0,No,Intern (PGY1),Dissatisfied,Sometimes,Usually,,,80-89 hrs,4,Hospital/Multi-physician group,0,emergency medicine,,,,2 weeks,Never,Never,Strongly disagree,,Strongly agree,More demonstrated understanding of scheduling needs for those with children at home. ,,Maybe,Yes,Maybe,35,Female,Woman,Male,Man,Northeast,
Yes,,,,,,,,Married,,1-5 years,2,,7 months,2.5 years,"Bachelor's degree (e.g. BA, BS)",Not at all,,Yes,,,,,,,,,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,,,,,,,,Married,,6-10 years,2,,2,4,"Bachelor's degree (e.g. BA, BS)",Negatively,,Yes,,,Yes,,,,,,Negatively,80,Very stressful,Very stressful,Very stressful,Very stressful,lack of time,,86,60,80,70,85,81,61-90 minutes,46-60 minutes,Every day,Every day,Every day,Always,Always,Rarely,Never,Sometimes,Sometimes,20-44 minutes,,,,discipline/behavior,,screen time,,,,,,,nutrition/diet,,,,,,Usually,Always,Sometimes,Usually,Somewhat unfulfilled,Very fulfilled,Very fulfilled,fair,somewhat,somewhat,not at all,61-120 minutes per week,<30 minutes per week,four times per week or more,Monthly,Seldom,Daily,Weekly,"Yes, I did in the past.",Would definitely go,Individual counseling or therapy,,,,,,,,,,$50K-$99K,$1-$99K,$1-$99K,0,No,3rd year residency (PGY3),Dissatisfied,Sometimes,Always,,,80-89 hrs,0,"Not in practice, resident",0,emergency medicine,,,,4 weeks,Never,Every other year,Disagree,,Strongly agree,"Less shifts, less administrative work, better support from rotating residents, more experienced nurses and less notes!",,Yes,Yes,No,,,,,,,
Yes,,,,,,,,Married,,11-20 years,2,,4 years,6 years,"Master's degree (e.g. MA, MS, Med)",Not at all,,Yes,,,,,Volunteer,,,,Negatively,80,Very stressful,Somewhat not stressful,Somewhat stressful,Somewhat stressful,lack of time,,76,65,43,78,45,74,46-60 minutes,46-60 minutes,A few times a month,A few times a week,A few times a week,Frequently,Rarely,Sometimes,Sometimes,Frequently,Sometimes,60-89 minutes,,,,discipline/behavior,effective communication,,,,,,,,,sleep habits,,,,,Rarely,Never,Sometimes,Rarely,Somewhat fulfilled,Somewhat fulfilled,Very fulfilled,fair,a little bit,a little bit,not at all,121-150 minutes per week,<30 minutes per week,once per week,2-3 times per month,3-5 times per week,Never,Never,"Yes, I did in the past.",Would definitely go,Individual counseling or therapy,,,,Support group,,,,,,$300K-$399K,$200K-$299K,$0 ,6-10 years,No,,Satisfied,Rarely,Always,,,60-69 hrs,7+,Hospital/Multi-physician group,4+,Other (please specify),Family physician with enhanced surgical skills,,,3 weeks,Usually,Every other year,Agree,Children are included in social events. Colleagues cover for one another if a family emergency arises. ,Agree,Our region has a chronic childcare shortage. I would like the local physicianâ€™s group/hospital to explore childcare options to support families and improve access to quality care. ,0,Maybe,Yes,Maybe,40,Female,Woman,Male,Man,Pacific,
Yes,,,,,,,,Married,,6-10 years,0,,,,"Bachelor's degree (e.g. BA, BS)",Not at all,,,,,,Yes,,,,,Not at all,60,Somewhat stressful,Neither stressful or not stressful,Somewhat stressful,Neither stressful or not stressful,isolation from friends and family,,60,70,85,70,70,75,46-60 minutes,21-45 minutes,A few times a month,A few times a month,A few times a month,Frequently,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Not applicable,not applicable,,,,,,,,,,,,,,,,,,Sometimes,Usually,Usually,Sometimes,Somewhat fulfilled,Somewhat fulfilled,,good,quite a bit,somewhat,not at all,30-60 minutes per week,61-120 minutes per week,once per week,Weekly,Weekly,Seldom,Weekly,"Yes, I did in the past.",Would probably go,Individual counseling or therapy,,,,,,,,,,$100K-$199K,$200K-$299K,$100K-$199K,0,Yes,5th year residency (PGY5),Satisfied,Rarely,Usually,,,50-59 hrs,3,Hospital/Multi-physician group,0,internal medicine or related specialty,,,,2 weeks,Sometimes,Few times a year,Neither agree nor disagree,,Neither agree nor disagree,,,,,,31,Female,Woman,Male,Man,Midwest,
Yes,,,,,,,,Married,,6-10 years,2,,1,3,"Master's degree (e.g. MA, MS, Med)",Positively,,Yes,,,,,,,,,Negatively,90,Very stressful,Neither stressful or not stressful,Somewhat stressful,Neither stressful or not stressful,parenting young children,,75,60,80,85,25,90,91-120 minutes,46-60 minutes,A few times a month,Once a month or less,A few times a month,Frequently,Sometimes,Frequently,Frequently,Frequently,Frequently,45-59 minutes,,,mental and emotional needs,discipline/behavior,,,,,,,,,,sleep habits,,,,,Sometimes,Sometimes,Rarely,Rarely,Somewhat fulfilled,Somewhat fulfilled,Very fulfilled,very poor,not at all,very much,very much,121-150 minutes per week,121-150 minutes per week,once per week,Weekly,Seldom,Weekly,Weekly,I never have.,Would probably go,,,,,,,,,,,$50K-$99K,$300K-$399K,$300K-$399K,0,No,Intern (PGY1),Neither satisfied nor dissatisfied,Rarely,Always,,,60-69 hrs,0,"Not in practice, resident",0,family medicine,,,,4 weeks,Never,Never,Agree,"Occasional family events, no night call first year, 4 weeks PTO, understanding of sick children ",Agree,"More communication about training and future planning, more respect of ideas, more listening to resident stresses ",0,Yes,Yes,Maybe,,,,,,,
Yes,,,,,,,,Married,,1-5 years,1,6 mo,,,"Master's degree (e.g. MA, MS, Med)",Not at all,,,,,,Yes,,,,,Negatively,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,,,,,,,,Married,,>20 years,5+,,20,29,"Bachelor's degree (e.g. BA, BS)",Positively,,Yes,,,Yes,,Volunteer,,,,Not at all,93,Somewhat stressful,Somewhat stressful,Somewhat stressful,Neither stressful or not stressful,Other (please specify),Spouse works too much and worries too much about finances and retiring.,94,95,95,86,91,94,91-120 minutes,61-90 minutes,A few times a week,A few times a month,Once a month or less,Sometimes,Rarely,Frequently,Always,Frequently,Always,60-89 minutes,,,,,,,,,,,,,,,,,,All my children are young adult age now so it would be concerns over career and dating and marriage choices,Rarely,Never,Never,Rarely,Very fulfilled,Somewhat fulfilled,Very fulfilled,good,quite a bit,a little bit,a little bit,>150 minutes per week (e.g. 2 1/2 hrs),61-120 minutes per week,twice per week,Weekly,Monthly,Daily,Weekly,"Yes, I did in the past.",Would definitely go,Individual counseling or therapy,,,,,,,,Pastoral,,$500K-$599K,$1-$99K,$0 ,31+ years,Yes,,Very satisfied,Sometimes,Usually,,,40-49 hrs,4,Hospital/Multi-physician group,3,emergency medicine,,,,3 weeks,Sometimes,Few times a year,Strongly agree,They are helping cover each others shifts when they have events for children or family things come up.,Neither agree nor disagree,,,,,,60,Female,Woman,Male,Man,Mountain West,
Yes,,,,,,,,Married,,1-5 years,1,1month,,,"Professional degree (e.g. JD, MD, DO, MBBS)",Positively,Yes,Yes,,,,,,,,,Not at all,93,Somewhat stressful,Neither stressful or not stressful,Neither stressful or not stressful,Neither stressful or not stressful,lack of time,,95,100,95,100,60,95,>120 minutes,>120 minutes,Never,A few times a month,Never,Never,Never,Always,Always,Always,Always,90+ minutes,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,,,,,,,,Married,,>20 years,3,,23,31,"Bachelor's degree (e.g. BA, BS)",Not at all,,,,Yes,Yes,,Volunteer,,,,Negatively,60,Somewhat not stressful,Somewhat stressful,Not stressful at all,Somewhat not stressful,aging parents,,85,65,70,65,65,75,91-120 minutes,61-90 minutes,Never,A few times a week,Every day,Sometimes,Never,Always,Frequently,Rarely,Sometimes,Not applicable,,medical/health conditions,,,,,,,,,,,nutrition/diet,,physical activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,,,,,,,,Married,,6-10 years,3,,6 months ,6,"Bachelor's degree (e.g. BA, BS)",Not at all,,Yes,,Yes,,,,,,,Not at all,73,Somewhat stressful,Neither stressful or not stressful,Somewhat stressful,Neither stressful or not stressful,parenting young children,,73,84,50,76,76,79,91-120 minutes,<20 minutes,A few times a month,A few times a month,Once a month or less,Frequently,Rarely,Frequently,Frequently,Sometimes,Frequently,20-44 minutes,,,mental and emotional needs,,,,,,,,,self-esteem/confidence,nutrition/diet,,,,,,Sometimes,Usually,Usually,Sometimes,Somewhat unfulfilled,Somewhat fulfilled,Very fulfilled,fair,a little bit,somewhat,a little bit,<30 minutes per week,<30 minutes per week,once per week,Seldom,3-5 times per week,Daily,Weekly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,,,,,,,,Married,,>20 years,2,,34,38,"Professional degree (e.g. JD, MD, DO, MBBS)",Not at all,No,,,,,,Volunteer,,,"Was a stay at home parent, now retired and caregiver for elderly parent",Positively,95,Not stressful at all,Not stressful at all,Not stressful at all,Somewhat not stressful,aging parents,,90,90,90,90,95,90,91-120 minutes,91-120 minutes,Never,A few times a year or less,A few times a year or less,Rarely,Rarely,Always,Always,Always,Always,Not applicable,not applicable,,,,,,,,,,,,,,,,,,Never,Never,Never,Never,Very fulfilled,Very fulfilled,Very fulfilled,very good,very much,not at all,not at all,>150 minutes per week (e.g. 2 1/2 hrs),<30 minutes per week,twice per week,Daily,Monthly,Daily,3-5 times per week,"Yes, I did in the past.",Would probably go,,,Marriage enrichment,,,,,Life coaching,Pastoral,,$100K-$199K,$0 ,$0 ,26-30 years,Yes,,Satisfied,Rarely,Always,,,30-39 hrs,0,"Not in practice, or retired",4+,Other (please specify),rheumatology/immunology,,,3 weeks,Usually,Several times a year,Agree,There is flexibility and ability to rearrange schedules if necessary,Strongly disagree,,,,,,66,Female,Woman,Male,Man,Midwest,
Yes,,,,,,,,Married,,1-5 years,1,13 months ,,,"Professional degree (e.g. JD, MD, DO, MBBS)",Negatively,Yes,,,,Yes,,,,,,Negatively,85,Very stressful,Somewhat stressful,Very stressful,Somewhat stressful,balancing my career with a physician partner,,80,70,70,70,69,73,61-90 minutes,21-45 minutes,A few times a week,Once a week,A few times a month,Sometimes,Rarely,Always,Always,Frequently,Frequently,60-89 minutes,,,,discipline/behavior,effective communication,,,,,,,,,sleep habits,,,,,Usually,Sometimes,Sometimes,Sometimes,Somewhat fulfilled,Somewhat fulfilled,Very fulfilled,good,somewhat,quite a bit,somewhat,30-60 minutes per week,61-120 minutes per week,once per week,2-3 times per month,Never,Seldom,2-3 times per month,I never have.,Would probably not go,,,,,,,,,,,$100K-$199K,$500K+,$500K+,0,Yes,,Neither satisfied nor dissatisfied,Rarely,Always,,,50-59 hrs,0,"Not in practice, resident",0,family medicine,,,,4 weeks,Rarely,Never,Agree,The residency program gives a mental health day monthly ,Neither agree nor disagree,,,,,,29,Male,Man,Female,Woman,Southeast,
Yes,,,,,,,,Married,,>20 years,2,,34,36,"Associate degree (e.g. AA, AS)",Positively,,,,,,Yes,,,,Recently retired from full time OR charge nurse 1/7/23,Positively,100,Somewhat stressful,Very stressful,Somewhat stressful,Somewhat stressful,Other (please specify),My spouse has retired so the stress level has decreased,100,98,98,98,98,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,,,,,,,,Married,,>20 years,3,,21,25,"Professional degree (e.g. JD, MD, DO, MBBS)",Not at all,Yes,,,,Yes,,Volunteer,,,,Negatively,80,Not stressful at all,Somewhat stressful,Neither stressful or not stressful,Somewhat not stressful,lack of time,,84,80,81,82,76,85,46-60 minutes,<20 minutes,Once a month or less,A few times a year or less,A few times a year or less,Rarely,Never,Rarely,Sometimes,Rarely,Frequently,0-19 minutes,,,mental and emotional needs,,,,,,,,,,nutrition/diet,sleep habits,,,,,Rarely,Sometimes,Sometimes,Sometimes,Somewhat fulfilled,Somewhat fulfilled,Somewhat fulfilled,good,somewhat,a little bit,not at all,61-120 minutes per week,<30 minutes per week,none,Seldom,Seldom,Daily,Weekly,I never have.,Would probably go,,,,,,,,,,,$600K-$699K,$1-$99K,$0 ,16-20 years,No,,Very satisfied,Never,Rarely,My spouse/partner does.,My spouse/partner does.,50-59 hrs,7+,Other (please specify),1,dermatology,,,,2 weeks,Sometimes,Never,Agree,"Mainly because dermatology is mostly outpatient. Before she left for private practice, my husband let on of the faculty members stay home with her very young children once a week.",Neither agree nor disagree,,,,,,61,Female,Woman,Male,Man,Southwest,
Yes,,,,,,,,Married,,11-20 years,3,,5,14,"Bachelor's degree (e.g. BA, BS)",Not at all,,,,,Yes,,,,,,Negatively,,Very stressful,Very stressful,Very stressful,Very stressful,household management,,50,65,51,34,20,60,46-60 minutes,<20 minutes,Every day,Every day,Every day,Sometimes,Rarely,Rarely,Frequently,Rarely,Sometimes,20-44 minutes,,,,discipline/behavior,,,,,friends,,,,,,,extra-curricular activities,,,Sometimes,Never,Sometimes,Rarely,Neither unfulfilled or fulfilled,Somewhat unfulfilled,Somewhat fulfilled,good,quite a bit,not at all,not at all,121-150 minutes per week,30-60 minutes per week,once per week,Monthly,Never,Never,Never,"Yes, I did in the past.",Would definitely go,,,Marriage enrichment,,,,,,,,$400K-$499K,$200K-$299K,$1-$99K,21-25 years,Yes,,Very dissatisfied,Rarely,Usually,,,60-69 hrs,7+,Other (please specify),3,Other (please specify),Physician advisor,,,0,Sometimes,Few times a year,Disagree,,,,,,,,,,,,,,
